Due_Date_dow,Due_Date_month,Amount,Clearing_Date_dow,Clearing_Date_minus_Document_Date_days,Clearing_Date_minus_Due_Date_days,Document_Date_dow,Document_Date_month,Document_Date_year,Due_Date_year,is_late
0.75,0.5,-0.6290995733190626,0.5,-0.34782608695652173,-0.375,0.75,0.3333333333333333,0.0,0.0,1
-0.25,-0.8333333333333334,-0.29404345417260214,0.5,-0.2608695652173913,-0.5625,0.25,-1.0,0.0,0.0,1
0.5,0.6666666666666666,0.40925285869566413,0.75,0.782608695652174,-0.25,-0.25,0.3333333333333333,0.0,0.0,1
-0.5,-1.0,0.8393845491093879,0.0,-0.13043478260869565,-0.1875,0.75,0.8333333333333334,0.0,1.0,1
-0.75,0.0,0.2222748988811699,-0.5,0.43478260869565216,0.625,0.5,-0.16666666666666666,0.0,0.0,1
0.25,0.0,0.7519543718974587,0.0,0.043478260869565216,0.0625,-0.25,-0.16666666666666666,0.0,0.0,1
-0.5,-0.3333333333333333,0.016222313758711405,0.0,0.08695652173913043,-1.0625,-0.5,-0.5,0.0,0.0,0
-0.25,-1.0,0.8216289374723122,-0.5,0.0,-0.8125,-0.5,0.6666666666666666,0.0,1.0,0
0.5,0.6666666666666666,-0.49986732143630397,-0.75,-0.4782608695652174,-0.625,0.25,0.5,0.0,0.0,1
0.5,-1.0,0.18333068716393178,-0.5,-0.08695652173913043,-0.5625,0.0,0.6666666666666666,0.0,1.0,1
0.75,-0.16666666666666666,0.5773693671288025,0.25,-1.391304347826087,-0.875,-0.5,-0.3333333333333333,0.0,0.0,0
0.5,-0.3333333333333333,-0.8951051047383458,-0.75,-0.17391304347826086,0.6875,0.25,-0.5,0.0,0.0,1
0.25,0.3333333333333333,0.37162766064931424,0.0,-0.43478260869565216,0.5,0.75,0.16666666666666666,0.0,0.0,1
0.75,-0.5,0.1519719143351692,0.5,0.6521739130434783,0.9375,0.25,-0.8333333333333334,0.0,0.0,1
-0.25,-0.6666666666666666,0.26750996199508587,0.0,-0.43478260869565216,0.625,0.75,-0.6666666666666666,0.0,0.0,1
0.75,0.8333333333333334,-0.7659749986954202,-0.25,-0.13043478260869565,-1.0,0.5,0.6666666666666666,0.0,0.0,0
-0.25,-0.6666666666666666,0.36578314216147245,0.5,-0.7391304347826086,-0.5625,-0.5,-1.0,0.0,0.0,1
-0.25,-0.5,0.48029529029958706,-0.25,-0.5652173913043478,-0.3125,-0.5,-0.6666666666666666,0.0,0.0,1
0.5,-0.5,0.3366227254508572,0.5,-1.2608695652173914,-0.75,0.75,-0.6666666666666666,0.0,0.0,0
-0.75,-0.5,0.5118139435733056,-0.25,0.34782608695652173,0.25,-0.5,-0.8333333333333334,0.0,0.0,1
-0.5,-0.3333333333333333,0.32734521851992876,-0.5,0.6521739130434783,-0.3125,-0.75,-0.6666666666666666,0.0,0.0,1
-0.75,-0.5,-0.10730975614901325,0.25,0.30434782608695654,-0.0625,0.25,-0.8333333333333334,0.0,0.0,1
0.25,-0.6666666666666666,0.7881561898713517,0.75,-0.782608695652174,-0.625,0.0,-0.8333333333333334,0.0,0.0,1
0.5,-0.16666666666666666,-0.6849111719791757,-0.75,0.6956521739130435,0.6875,0.5,-0.5,0.0,0.0,1
-0.5,0.16666666666666666,-0.9596479521424536,0.25,-0.30434782608695654,-0.5625,0.25,0.0,0.0,0.0,1
-0.25,-0.3333333333333333,-0.17311832374235728,0.5,0.6521739130434783,0.3125,0.25,-0.5,0.0,0.0,1
-0.25,0.6666666666666666,-0.21132752952514408,-0.25,-0.17391304347826086,-0.3125,0.75,0.5,0.0,0.0,1
-0.25,-0.16666666666666666,0.20219435910702319,0.25,0.17391304347826086,-0.625,-0.75,-0.3333333333333333,0.0,0.0,1
0.25,-1.0,-0.913737838260945,0.0,1.0,0.0625,-0.5,0.6666666666666666,0.0,1.0,1
-0.75,0.16666666666666666,0.7187192244021968,-0.75,0.6086956521739131,1.0,-0.75,0.0,0.0,0.0,1
0.5,-0.6666666666666666,0.2619185875450912,-0.5,-0.043478260869565216,-0.5625,-0.25,-0.8333333333333334,0.0,0.0,1
-0.25,-0.6666666666666666,-0.1816386191214793,-0.75,-0.391304347826087,-0.875,-0.25,-0.8333333333333334,0.0,0.0,0
-0.5,0.16666666666666666,-0.8875618565228448,-0.75,0.17391304347826086,0.9375,0.0,0.16666666666666666,0.0,0.0,1
0.0,-0.6666666666666666,0.011334857378870947,0.0,-0.391304347826087,0.5625,0.5,-0.8333333333333334,0.0,0.0,1
0.25,0.8333333333333334,-0.22640736427093988,0.0,0.043478260869565216,0.5,-0.25,0.6666666666666666,0.0,0.0,1
0.25,-1.0,-0.4928925370250914,-0.5,0.8260869565217391,-0.0625,0.0,0.6666666666666666,0.0,1.0,1
-0.25,-1.0,-0.16922789958175746,0.0,-0.5217391304347826,-0.25,-0.5,0.8333333333333334,0.0,1.0,1
-0.75,0.8333333333333334,-0.9125764844732774,0.5,-1.0869565217391304,-0.875,-0.25,0.6666666666666666,0.0,0.0,0
-0.25,0.16666666666666666,0.6609379874826935,-0.5,-0.34782608695652173,-0.8125,-0.25,-0.16666666666666666,0.0,0.0,0
0.5,0.5,0.16199330944749082,-0.5,-1.1304347826086956,-0.5625,0.75,0.5,0.0,0.0,1
0.0,-0.8333333333333334,0.051316071426588644,-0.5,0.08695652173913043,0.0,0.75,-1.0,0.0,0.0,1
0.5,0.3333333333333333,-0.7958082456118926,-0.25,-0.391304347826087,-0.0625,0.25,0.16666666666666666,0.0,0.0,1
-0.25,0.5,-0.08853046555187075,-0.5,0.782608695652174,0.0625,0.25,0.16666666666666666,0.0,0.0,1
0.75,-0.3333333333333333,-0.8748979929452756,0.5,-0.21739130434782608,-0.375,0.0,-0.6666666666666666,0.0,0.0,1
0.0,-1.0,-0.7612474227605359,-0.5,0.21739130434782608,0.875,0.0,0.8333333333333334,0.0,1.0,1
0.5,0.5,0.7276836321284195,-0.75,0.0,0.25,-0.75,0.3333333333333333,0.0,0.0,1
-0.25,-0.5,-0.6765485364832744,0.5,0.0,-0.125,0.5,-0.8333333333333334,0.0,0.0,1
0.75,-0.6666666666666666,0.44822149659199273,0.5,0.9565217391304348,0.9375,0.25,-1.0,0.0,0.0,1
0.75,0.6666666666666666,0.5371083623024114,-0.5,-1.608695652173913,-1.0625,0.0,0.6666666666666666,0.0,0.0,0
0.75,-0.5,0.46324137617092986,-0.75,0.43478260869565216,0.1875,0.25,-0.6666666666666666,0.0,0.0,1
-0.75,-0.3333333333333333,0.8027164131710397,0.5,0.34782608695652173,0.0,0.25,-0.6666666666666666,0.0,0.0,1
0.5,-0.5,-0.5838356429025853,0.75,-0.6956521739130435,-0.25,-0.5,-0.6666666666666666,0.0,0.0,1
-0.75,0.6666666666666666,0.3164133930960514,-0.5,-0.17391304347826086,0.1875,0.5,0.5,0.0,0.0,1
0.25,-0.5,0.8033603760743353,0.5,0.43478260869565216,-0.25,-0.25,-0.8333333333333334,0.0,0.0,1
-0.75,-0.16666666666666666,-0.46107410791708,-0.25,-0.21739130434782608,0.6875,-0.75,-0.3333333333333333,0.0,0.0,1
0.25,-0.16666666666666666,0.4103653601251508,-0.25,0.17391304347826086,0.4375,0.5,-0.3333333333333333,0.0,0.0,1
-0.25,-0.5,-0.988441976166711,-0.75,-0.34782608695652173,0.0,-0.5,-0.6666666666666666,0.0,0.0,1
-0.75,0.3333333333333333,-0.39105757583495915,0.0,-0.5652173913043478,-0.125,-0.25,0.16666666666666666,0.0,0.0,1
-0.5,0.0,-0.3699822244033075,0.5,0.8695652173913043,0.8125,0.75,-0.3333333333333333,0.0,0.0,1
0.75,0.3333333333333333,-0.472003712779222,-0.75,1.608695652173913,1.0625,0.5,0.0,0.0,0.0,1
-0.25,-0.5,-0.2751375915565363,0.75,-0.30434782608695654,-0.5,0.75,-0.6666666666666666,0.0,0.0,1
0.25,0.16666666666666666,0.1504375061759372,0.75,-0.17391304347826086,-0.1875,0.0,0.0,0.0,0.0,1
-0.25,-0.3333333333333333,0.31570947502589713,0.5,-1.2608695652173914,-0.5625,0.75,-0.5,0.0,0.0,1
0.5,-0.5,0.18210937820940554,-0.75,-1.391304347826087,-1.0625,0.25,-0.6666666666666666,0.0,0.0,0
-0.25,-0.16666666666666666,0.6661207785733557,0.5,0.21739130434782608,0.75,-0.75,-0.3333333333333333,0.0,0.0,1
0.5,-1.0,-0.9434334103498164,0.25,-0.9130434782608695,0.0625,0.25,0.8333333333333334,0.0,1.0,1
0.75,0.3333333333333333,0.6828704757442491,-0.25,0.5217391304347826,-0.5625,0.25,0.0,0.0,0.0,1
0.5,-0.5,0.15557144490841834,0.75,-0.2608695652173913,-0.6875,0.5,-0.6666666666666666,0.0,0.0,1
-0.5,-0.16666666666666666,-0.7719727359430117,-0.5,-0.391304347826087,-0.3125,0.0,-0.3333333333333333,0.0,0.0,1
-0.25,0.16666666666666666,-0.5796676485250476,0.75,0.30434782608695654,-0.5,0.75,0.0,0.0,0.0,1
0.25,0.5,0.47761507228483574,0.75,0.8260869565217391,0.25,-0.5,0.3333333333333333,0.0,0.0,1
0.75,0.16666666666666666,0.8918542023575703,0.0,0.6086956521739131,-0.0625,0.0,-0.16666666666666666,0.0,0.0,1
0.75,0.0,-0.08796200174758229,0.75,-0.08695652173913043,0.5625,-0.5,-0.16666666666666666,0.0,0.0,1
-0.75,-0.6666666666666666,-0.04180762607516836,-0.5,0.7391304347826086,0.1875,0.5,-1.0,0.0,0.0,1
-0.75,-0.3333333333333333,0.5991064459576337,0.5,1.1304347826086956,0.4375,-0.75,-0.6666666666666666,0.0,0.0,1
-0.5,-0.3333333333333333,0.23944206165833753,0.25,0.8695652173913043,-0.125,0.5,-0.6666666666666666,0.0,0.0,1
0.25,0.3333333333333333,0.04741232389557574,0.5,0.391304347826087,-0.6875,0.0,0.0,0.0,0.0,1
0.0,-0.16666666666666666,0.9920903590981409,-0.5,-0.5652173913043478,-0.875,-0.75,-0.3333333333333333,0.0,0.0,0
-0.75,-0.5,-0.8959466976361011,-0.25,-1.0869565217391304,-0.625,0.75,-0.5,0.0,0.0,1
0.25,-0.16666666666666666,-0.4930124473588085,0.75,-0.7391304347826086,0.25,-0.25,-0.3333333333333333,0.0,0.0,1
0.25,0.8333333333333334,-0.046255411231379266,0.75,-0.782608695652174,-1.0625,0.0,0.6666666666666666,0.0,0.0,0
-0.25,0.5,-0.3317552541266366,0.25,-0.2608695652173913,0.25,0.0,0.3333333333333333,0.0,0.0,1
0.0,-0.8333333333333334,-0.9365607717784371,0.75,-1.0,-0.125,-0.5,-0.8333333333333334,0.0,0.0,1
0.5,-0.3333333333333333,0.1877917956905558,-0.25,0.782608695652174,-0.0625,0.5,-0.6666666666666666,0.0,0.0,1
0.25,0.6666666666666666,-0.9425229800382604,0.5,1.173913043478261,0.625,0.75,0.5,0.0,0.0,1
-0.75,0.6666666666666666,-0.5523280924375442,0.0,0.782608695652174,-0.125,0.75,0.5,0.0,0.0,1
-0.5,0.8333333333333334,0.9179524644349282,0.5,0.2608695652173913,-0.9375,0.75,0.5,0.0,0.0,0
-0.75,0.16666666666666666,-0.20553186339548338,-0.5,1.0869565217391304,0.1875,0.25,-0.16666666666666666,0.0,0.0,1
0.0,-0.3333333333333333,-0.582114707557571,0.75,1.391304347826087,0.75,-0.25,-0.6666666666666666,0.0,0.0,1
0.5,-0.8333333333333334,0.4077117888512255,0.25,-1.0,-0.375,0.75,-1.0,0.0,0.0,1
0.75,0.0,-0.3121143855761193,-0.75,0.43478260869565216,-0.6875,0.25,-0.3333333333333333,0.0,0.0,1
-0.25,0.0,-0.5193594123505425,-0.75,-0.391304347826087,0.0,-0.25,-0.16666666666666666,0.0,0.0,1
-0.5,-0.3333333333333333,0.20478131352888318,-0.5,-0.5217391304347826,-0.3125,0.75,-0.5,0.0,0.0,1
-0.5,0.3333333333333333,0.7196896098806115,0.5,0.8260869565217391,0.375,-0.75,0.0,0.0,0.0,1
-0.25,0.6666666666666666,0.47334493206746503,0.75,-0.34782608695652173,0.375,-0.75,0.5,0.0,0.0,1
0.0,-0.16666666666666666,-0.24051681353832105,-0.75,0.5652173913043478,0.375,-0.5,-0.5,0.0,0.0,1
-0.75,0.5,0.7765937249145917,-0.5,0.2608695652173913,-0.25,-0.25,0.3333333333333333,0.0,0.0,1
0.0,-0.6666666666666666,-0.3665625593306341,0.75,-0.391304347826087,0.75,-0.5,-0.6666666666666666,0.0,0.0,1
0.5,-1.0,-0.30185539035809905,-0.5,-0.8260869565217391,-1.0,0.75,0.8333333333333334,0.0,1.0,0
0.25,-0.3333333333333333,-0.4733982255491173,-0.5,0.43478260869565216,0.375,0.5,-0.5,0.0,0.0,1
-0.5,0.5,0.668805437711578,0.0,-0.08695652173913043,0.25,0.5,0.3333333333333333,0.0,0.0,1
-0.5,-0.6666666666666666,-0.015822612646321368,0.0,-0.7391304347826086,-1.0625,0.75,-0.8333333333333334,0.0,0.0,0
-0.25,-0.16666666666666666,0.22634518854234548,-0.5,-0.08695652173913043,0.5,0.0,-0.3333333333333333,0.0,0.0,1
