vehicle_count,average_speed,lane_occupancy,flow_rate,waiting_time,generated_id,time_of_day_evening,time_of_day_afternoon,time_of_day_night,time_of_day_morning
-0.8802762767157999,-2.0108930319377984,0.19560198453079364,1.6433312309882344,-0.24644702641948613,0,1,0,0,0
-0.16282963903948094,0.6995626912622503,0.7555902934790406,0.35985397822305043,0.7432936942658644,1,0,1,0,0
0.5204528730332038,-0.6327527019337855,-0.9996440426663478,1.448548775284033,1.8343440730478746,2,0,0,1,0
0.2471398682041299,0.5052521938421386,0.5197194878558968,-0.35666719811740455,-0.2850753028170035,3,1,0,0,0
-1.4269022863739476,-0.07210101373031036,-0.1356018535658106,-0.1584064842756282,-0.07434703902695648,4,0,0,1,0
-1.495230537581216,0.6304406054670901,-0.7644477421649329,0.7946362454199285,-0.5460017941788848,5,1,0,0,0
0.554616998636838,-0.0036686357723264744,0.16176895195667407,-0.9827536628809089,-0.3090878923361293,6,0,0,0,1
0.2471398682041299,-1.2581140212889845,0.061058890749926494,-0.7497103676633823,0.09613331792065323,7,0,0,0,1
-0.36781439266128635,-1.625770532771923,0.6868103087679913,-0.9757971466057589,-0.4475604824571605,8,1,0,0,0
1.0329147570877173,-1.3588223107276574,0.038727371959049885,-0.5688409445094811,0.07760417595603858,9,1,0,0,0
1.0670788826913515,-1.122142934798607,0.6565905752937907,1.591157358924609,-0.285266535049596,10,0,0,1,0
1.13540713389862,0.45226510458778196,0.08505159154099538,-0.19666732378895346,3.6071369966956377,11,0,0,1,0
0.6229452498441065,0.9817356297193707,-0.11204057001192566,1.3720270962573824,-0.197123346711104,12,1,0,0,0
1.272063636313157,-0.3083865046177785,-0.26512108146651747,-0.31492810046650427,-0.5935605553934241,13,1,0,0,0
0.5204528730332038,-0.9019029985044059,-0.6641529879275349,-1.3410142510511365,-0.04148723851262548,14,0,0,1,0
-1.5977229143921188,0.038392863057341964,0.16494756764556665,-0.18623254937622838,-0.25654233690349354,15,1,0,0,0
-0.29948614145401786,-1.9950661644513292,0.08456875870263461,-0.35666719811740455,-0.2054536959533006,16,0,0,0,1
0.8962582546731803,0.635809977686002,0.9564159841997031,0.8433318593459788,-0.2047164348303093,17,0,0,1,0
0.6571093754477407,-0.06509947800584173,-0.18182397706801529,1.4798530985222083,1.3276868875308057,18,0,0,0,1
-1.3927381607703133,0.08225613150011682,-0.1634077209059174,0.7702884384569033,0.0037484174592711562,19,0,0,1,0
-0.2311578902467494,-0.5370367769458184,-0.6840070513749928,-1.3653620580141617,-0.3622653163244719,20,1,0,0,0
0.8279300034659118,-0.6255486898451776,0.19230722033887504,-0.857536369928208,0.8153279059610253,21,0,1,0,0
-1.4610664119775818,-1.6661000740545464,0.6980127223214431,1.5494182612737086,-0.09155954690319155,22,0,0,1,0
1.3403918875204255,0.8880364174482234,-0.5141759579210163,-0.3218846167416543,-0.4858072115047666,23,0,0,1,0
0.8962582546731803,-1.271330849987194,-0.9967755236500765,0.439853915387276,5.345431132110017,24,0,1,0,0
0.6571093754477407,-0.7239376470708575,0.38204134715099464,-0.3879715213555798,-0.6046827384274398,25,0,1,0,0
-0.5727991462830917,-0.9542730290088717,-0.9517254894151993,-1.4488402533159621,0.5051990381912376,26,0,0,0,1
-0.4019785182649206,0.8525026671182415,-0.18815336292405957,-0.3601454562549796,1.0987230173602245,27,1,0,0,0
1.4087201387276937,-0.585422900522442,0.22289593723558984,0.9059405058223292,-0.22881305306923377,28,0,1,0,0
-0.8802762767157999,0.9849835758175721,-0.23516068921343897,-0.8644928862033581,-0.472823173093839,29,0,0,1,0
-0.8802762767157999,0.5989315836784055,-0.4886057527384009,-1.6471009671577386,-0.10286618041337478,30,0,1,0,0
-1.221917532752142,-0.9507043767057676,0.5998426066017385,-0.26971074467802897,-0.024727766053427306,31,0,1,0,0
-1.5293946631848503,-0.09517393409662303,-0.4070663643216407,-1.4662315440038374,6.836626541784867,32,1,0,0,0
0.691273501051375,-1.713982415225321,-0.6513237780331714,0.38768004332365064,-0.6121107988366825,33,1,0,0,0
-1.221917532752142,0.4128115434123123,-0.2303416943290631,-1.6610139997080386,0.3503577307617569,34,0,0,0,1
-0.026173136624944,-0.6575510903721189,-0.7490819678405674,1.452027033421608,0.86982603687984,35,1,0,0,0
1.1012430082949858,-1.0641780848666742,0.3798659279202687,0.9789839267114048,0.25412856222282065,36,0,0,0,1
-0.5386350206794576,-0.27031684806881934,0.4196373608482235,1.598113875199759,0.28352629088855785,37,0,1,0,0
0.7596017522586433,-0.46339676237855676,-0.9852569711324102,-0.38449326321800475,1.28344676605012,38,0,0,0,1
0.2471398682041299,0.2942578282315189,0.38889681991527575,-1.6471009671577386,0.13529736757177027,39,0,0,0,1
1.6820331435567677,1.9352235159003188,-0.41099807506203007,-1.1984056674105605,1.3309041444510967,40,1,0,0,0
1.6137048923494992,1.3493752527599037,0.31077637576278605,-0.5757974607846311,-0.413296700093259,41,0,1,0,0
0.8962582546731803,-1.2037459191214508,0.41237068450136544,-1.6679705159831888,0.037060083192436456,42,0,0,0,1
1.3745560131240597,1.565214257809205,-0.4538457500955114,-0.9584058559178837,-0.598768536402264,43,0,1,0,0
-0.8119480255085314,0.054941232604027265,-0.6405364216904399,0.5024625618636265,0.8653004813587242,44,0,0,1,0
0.14464749139322716,-2.5291848204061704,0.6545842705621618,0.596375531578152,0.7502691427884101,45,0,0,1,0
-1.358574035166679,-0.22305139553138034,0.4784432665337778,-0.7984059815894327,0.08165768498253857,46,0,0,1,0
-0.1286655134358467,-1.5734302581976474,0.6763727405546703,-0.5897104933349312,-0.16702584346163687,47,0,1,0,0
-0.9827686535267026,-0.4370423836522258,-0.13472271465016705,-1.5462314811680629,-0.20533168086552805,48,0,0,1,0
-0.470306769472189,1.9440141082833662,-0.09300048986366671,-0.8123190141397327,-0.42379962317577297,49,1,0,0,0
-0.3336502670576521,-1.3222213766032835,-0.31970982690598637,-0.4471019096943552,-0.11689998048643085,50,0,1,0,0
0.007990988978690237,-1.3520672936708111,-0.00673563958791255,0.9511578616108045,-0.297190724053741,51,0,0,1,0
-0.060337262228578235,-0.09239747571542796,0.29131129803560507,1.3407227730192073,0.16211011285109997,52,0,0,1,0
-0.6752915230939944,-0.8221852997528595,0.6307134803828353,1.6468094891258094,0.7890391959325064,53,0,0,0,1
-0.8119480255085314,-0.25187097660759045,-0.6450118887162146,1.7094181356021598,0.4586719601369502,54,0,1,0,0
-0.9486045279230684,0.11774900201609473,-0.1959500086281377,-0.8749276606160832,0.032952187180843966,55,0,0,1,0
-1.7002152912030215,-1.4948959931140227,-0.08323545624385117,-0.19318906565137844,2.098058263612177,56,0,1,0,0
0.8620941290695461,0.2391787225485763,-0.029098948256728364,-0.12710216103745298,-0.42814442591398255,57,0,1,0,0
1.3062277619167912,-0.7648606057927633,0.07996719931161159,-1.1810143767226853,0.3088118809565531,58,1,0,0,0
0.31546811941139835,1.095337550194606,0.604855086641301,-0.9549275977803088,-0.5454682323291112,59,0,0,1,0
0.1788116169968614,-0.8788997496357638,0.7755985503888424,1.4972443892100833,0.3972889479379749,60,1,0,0,0
0.6229452498441065,-0.7142182447590045,-0.6935313644289063,0.9650708941611047,0.5575635722242333,61,0,0,1,0
-1.2902457839594106,-0.9374039271391196,0.4248936805922805,1.1285490266271307,0.772543958365441,62,0,1,0,0
-1.358574035166679,-0.41291548930267813,-0.04705419881020592,-1.278405604574786,0.37163929503284,63,0,1,0,0
-0.19699376464311516,-1.454893228079701,-0.1710990584491284,-1.0314492768069592,-0.5099374991305959,64,0,1,0,0
-0.19699376464311516,0.537237222060987,-0.7861020205246927,-1.0140579861190842,-0.5885382932953069,65,0,1,0,0
-1.0169327791303369,-0.5275155636868336,-0.8855282060466513,-0.3253628748792294,0.5212314969489338,66,0,0,1,0
-1.358574035166679,0.8312409669480936,0.9606012080185822,-0.6418843653985565,0.841063202049565,67,0,0,0,1
0.8279300034659118,0.06689738018593652,0.2828218780553412,-1.6749270322583387,-0.5996763614206826,68,0,1,0,0
-0.7777838999048972,1.7447619455292909,-0.10096733314742491,0.6624624361920776,-0.4808717083258648,69,0,0,1,0
-1.3927381607703133,-0.2544605522611511,0.5240657940554453,0.14420197369339893,0.8055589736903384,70,0,1,0,0
1.3403918875204255,-0.355548588966434,-0.8309793693692173,1.027679540637455,2.528662884250245,71,0,0,0,1
-1.3244099095630448,0.6046445308330908,0.21225985464589447,-1.5810140625438132,0.045483160227950424,72,0,0,1,0
-0.2311578902467494,-2.0993787001463757,0.3196829680280041,0.3563757200854754,-0.47721029911936275,73,0,1,0,0
-1.4269022863739476,-0.4792881790485146,-0.1017169159425191,-1.6123183857819883,-0.2739848844367653,74,1,0,0,0
-1.187753407148508,-0.08071654297187367,-0.5047289547682264,-0.28710203536590406,0.7675101217418488,75,0,0,0,1
1.2378995107095228,0.7424971404284901,0.9136716613546809,-0.7740581746264075,0.09004209456934667,76,1,0,0,0
1.2037353851058885,0.9514749088872803,-0.40665881486465444,-1.5323184486177628,-0.5754593530020201,77,1,0,0,0
1.6478690179531335,1.1429656087670474,-0.7629590621782723,-0.6871017211870318,-0.2912160474349378,78,0,1,0,0
-1.4610664119775818,-0.2919258717720599,0.2587875087420281,0.31463662243457513,0.6543651508857989,79,1,0,0,0
1.3403918875204255,-0.7400726519452112,0.14533222209053992,-1.2262317325111607,-0.26784626181904597,80,0,0,1,0
0.554616998636838,0.0671835230661345,0.5099401732253384,0.7946362454199285,-0.10974122875831574,81,0,0,0,1
-1.5977229143921188,-0.2625637580799526,0.5079410257261786,-1.421014188215362,1.5338860142778257,82,0,0,1,0
0.8279300034659118,-1.6919976739428448,0.23810182291854617,-1.0871014070081597,3.208396618467863,83,1,0,0,0
0.7937658778622776,0.17385835461960858,-0.5957817979198669,-0.39492803763072987,0.6709155253599582,84,0,0,1,0
-0.7777838999048972,-0.9208687198930003,0.7774068716982013,-0.3288411330168044,-0.3777760508812586,85,0,0,0,1
1.0670788826913515,-0.22365549679225127,-0.5134488811259847,1.298983675368307,-0.3741153237336487,86,1,0,0,0
0.9304223802768146,-0.28534383688292303,-0.8252176488849946,1.2363750288919566,-0.29671962310765543,87,0,0,0,1
-1.4610664119775818,2.1803930937949367,-0.4059228809354599,-0.9688406303306089,-0.4693130508761918,88,0,1,0,0
-0.19699376464311516,0.9201071135728696,-0.03872153181786275,-0.4053628120434549,-0.44907903580214914,89,0,1,0,0
-1.358574035166679,0.6578123035568062,-0.5964943412986807,0.3285496549848752,-0.3583837049522891,90,0,0,1,0
1.272063636313157,0.9936729805969337,-0.3409165424204297,-1.000144953568784,0.36111091545423746,91,0,0,1,0
1.3062277619167912,-0.3436331388783637,0.02282652545658682,1.3511575474319324,0.24114675863755616,92,1,0,0,0
-0.060337262228578235,-1.254683048054398,-0.3626016046555069,0.6624624361920776,-0.24699785247634307,93,1,0,0,0
0.5887811242404722,-2.1851193579047137,-0.8346474433653943,-1.570579288131088,-0.4288957719139992,94,0,1,0,0
1.7503613947640362,0.5562970750416049,-0.6166374996601371,-0.273189002815604,0.26896443645626156,95,0,1,0,0
-0.060337262228578235,0.5695527774092208,0.5896193566022099,-0.46449320038223035,-0.501251946757035,96,0,0,0,1
0.4862887474295695,-0.7636101925679313,0.9131599149923973,0.3250713968473002,-0.4848486648131704,97,0,1,0,0
1.1012430082949858,-0.6390077863545394,-0.7151932714700957,-1.563622771855938,-0.1857834899969029,98,0,1,0,0
-0.1286655134358467,-0.8053771038974046,0.36091733033027773,0.5128973362763515,0.13995896768331695,99,0,0,0,1
-0.9144404023194341,-0.8033657661243117,0.8146542207577677,-0.7497103676633823,0.5674990855199132,100,0,1,0,0
-0.5044708950758233,-0.5043233200747157,-0.41068383910445644,-0.6349278491234065,0.437413891594006,101,0,0,1,0
-1.4610664119775818,0.34847704365204724,0.660853669168174,-1.125362246521485,-0.19308066259554998,102,0,0,0,1
1.1695712595022543,1.0850924508409385,0.8133529764506295,0.9859404429865548,0.34707390557969037,103,0,1,0,0
0.21297574260049565,-0.01661256446799625,-0.40996647989301865,-1.556666255580788,-0.4119446060728401,104,0,0,0,1
1.13540713389862,1.2923726461809428,-0.9004700787919354,-0.48188449107010545,-0.004494215481966113,105,0,1,0,0
1.4770483899349622,2.4136251864499076,0.8373113165845139,0.11637590859279873,0.24783275649504133,106,0,1,0,0
-1.7002152912030215,0.4127446325742584,-0.34736007490499865,0.46072346421272614,0.6237047439555573,107,1,0,0,0
1.5453766411422307,-0.05500588215419709,-0.9873594297807575,1.6711572960888346,-0.553948692069568,108,0,0,0,1
