,vehicle_count,average_speed,lane_occupancy,flow_rate,waiting_time,generated_id,time_of_day_evening,time_of_day_afternoon,time_of_day_night,time_of_day_morning,flow_rate_per_lane_occupancy,congestion_index,speed_efficiency,vehicle_density_per_lane,Cluster,Certainty
0,-0.8808638960640567,-2.040876161626013,0.3326362469141396,1.6356466446835018,-0.5262736855232198,-2.19129603450256,1.7210360643248632,-0.5716536071987345,-0.581969144951893,-0.5747329344913962,0.6015412710729496,0.2217767683067055,-0.2119816731329098,-0.3306454744777061,4,0.9024033428825536
1,-0.1662676806171196,0.7043136374612031,1.306558132819958,0.3641499009336172,0.895044232421051,-2.187784194300845,-0.5810453486297424,1.7493110992516694,-0.581969144951893,-0.5747329344913962,-0.0830654902546005,-0.1664243924171362,0.164830630700243,-0.1309122307989154,2,0.9999999999889937
2,0.5180388471973019,-0.6273070866625349,-1.710949931895696,1.443374704769665,1.5497081400897392,-2.1847740507147675,-0.5810453486297424,-0.5716536071987345,1.718304155253218,-0.5747329344913962,-0.1810250599315871,1.118078789001126,-0.1421112881075385,-0.1487111813095781,6,0.9999994695554889
3,0.2438605659718825,0.5127251577491354,0.8952263047911759,-0.3523818881981913,-0.6217062439443796,-2.1820494944251463,1.7210360643248632,-0.5716536071987345,-0.581969144951893,-0.5747329344913962,-0.1462809871491702,-0.1094073721160874,-0.2277443345060714,-0.085478565050675,8,0.9998900722375706
4,-1.423443576567016,-0.0614858024964045,-0.2383513272327347,-0.1534845927810599,-0.148324239577496,-2.17951934102102,-0.5810453486297424,-0.5716536071987345,1.718304155253218,-0.5747329344913962,-0.0378897326096512,0.0926027500835386,-0.0448419097141478,0.970667426875924,1,0.9999988936265521
5,-1.4911761796850938,0.6362403817613416,-1.3120331141018944,0.7962159975258002,-1.3727168651365729,-2.177134045812057,1.7210360643248632,-0.5716536071987345,-0.581969144951893,-0.5747329344913962,-0.1628114437658412,0.9458402654456842,-0.0016658267926352,0.0319070532431899,8,0.9996559554646514
6,0.5523468408670631,0.007038131151884,0.274111748243399,-0.9829195551220468,-0.6830343760272601,-2.1748628433790405,-0.5810453486297424,-0.5716536071987345,-0.581969144951893,1.7399385697027083,-0.3508834607736623,-0.2228860693202611,-0.0972684039407555,0.1670135141511392,9,0.9986912939054506
7,0.2438605659718825,-1.2655063009979888,0.1001572730522256,-0.7478386602650616,0.1536863100560508,-2.172684950261583,-0.5810453486297424,-0.5716536071987345,-0.581969144951893,1.7399385697027083,-0.5341567971602779,-0.0021930702360054,0.1239870246868532,0.2280132731099923,9,0.8962379523259317
8,-0.3707882271294745,-1.6433506915221132,1.1864637608130546,-0.9758964061408252,-1.0672254216792816,-2.17058548140293,1.7210360643248632,-0.5716536071987345,-0.581969144951893,-0.5747329344913962,-0.1797948860383849,0.1605974149671618,0.1221687487743859,-0.1495531067559896,8,0.9999272271989778
9,1.0333664781653444,-1.3688311280510974,0.0616384376638646,-0.56568566520355,0.124018373813344,-2.168553307140391,1.7210360643248632,-0.5716536071987345,-0.581969144951893,-0.5747329344913962,-0.5984578618076686,0.062640459374313,0.2359395091999223,3.3280462178504213,4,1.0
10,1.0677707085804378,-1.1262259028149948,1.133736095834886,1.5841651932894396,-0.6221885591963578,-2.166579825659907,-0.5810453486297424,-0.5716536071987345,1.718304155253218,-0.5747329344913962,0.054208316656317,-0.3703124858971756,-0.1671297544383709,0.0038173772495833,6,0.999952971276766
11,1.1365956932550465,0.4603535226840087,0.1415637459316092,-0.1918337053202458,2.099099610461108,-2.164658211876186,-0.5810453486297424,-0.5716536071987345,1.718304155253218,-0.5747329344913962,-0.2169058570846946,4.10062660909802,-0.2951110325709117,1.339918518741302,1,1.0
12,0.6209847006806553,0.981366652566365,-0.197877099132385,1.367781929873118,-0.4101365870008552,-2.16278293345775,1.7210360643248632,-0.5716536071987345,-0.581969144951893,-0.5747329344913962,-0.533272469434184,-0.1684097027124094,-0.0118676301479815,-0.3713783853727512,8,0.9578304284947908
13,1.274309357725124,-0.2990647314342111,-0.4604836562715537,-0.3104729995289075,-1.5301670747394922,-2.1609494257235737,1.7210360643248632,-0.5716536071987345,-0.581969144951893,-0.5747329344913962,-0.0365383595891159,-0.8558461818598906,0.0232958058428974,-0.3422968417160434,8,0.9993091530305527
